Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
2283,18,Male,Sneakers,Footwear,97.0,Idaho,S,Red,Fall,4.2,No,2-Day Shipping,No,No,,Credit Card,Annually
2284,44,Male,Handbag,Accessories,45.0,Ohio,S,Black,Winter,4.1,No,Free Shipping,No,No,,Credit Card,Fortnightly
2285,32,Male,Blouse,Clothing,63.0,Iowa,XL,Black,Fall,4.1,No,Express,No,No,,Venmo,Annually
2286,34,Male,Belt,Accessories,100.0,Michigan,L,Pink,Summer,4.6,No,2-Day Shipping,No,No,,PayPal,Every 3 Months
2287,67,Male,Socks,Clothing,38.0,South Dakota,L,Blue,Spring,2.5,No,Store Pickup,No,No,,Venmo,Quarterly
2288,66,Male,Blouse,Clothing,45.0,Nebraska,L,Green,Summer,3.0,No,Store Pickup,No,No,,Debit Card,Annually
2289,28,Male,Jewelry,Accessories,91.0,California,M,Orange,Fall,3.8,No,Next Day Air,No,No,,PayPal,Weekly
2290,70,Male,Shorts,Clothing,82.0,Nevada,M,Orange,Fall,4.1,No,Free Shipping,No,No,,Venmo,Weekly
2291,37,Male,Boots,Footwear,48.0,Kansas,L,Magenta,Winter,3.3,No,Standard,No,No,,PayPal,Quarterly
2292,28,Male,Coat,Outerwear,30.0,Ohio,M,Indigo,Spring,5.0,No,2-Day Shipping,No,No,,Credit Card,Quarterly
2293,43,Male,T-shirt,Clothing,34.0,Vermont,S,Beige,Spring,3.8,No,Next Day Air,No,No,,Debit Card,Monthly
2294,37,Male,Sweater,Clothing,68.0,Georgia,L,Green,Fall,3.3,No,Express,No,No,,Debit Card,Every 3 Months
2295,54,Male,Sunglasses,Accessories,95.0,Maryland,M,Red,Winter,5.0,No,Express,No,No,,Debit Card,Annually
2296,50,Male,Hat,Accessories,22.0,Connecticut,L,Beige,Spring,2.9,No,2-Day Shipping,No,No,,PayPal,Quarterly
2297,46,Male,Gloves,Accessories,88.0,Washington,M,Green,Fall,2.5,No,Next Day Air,No,No,,Venmo,Every 3 Months
2298,60,Male,Socks,Clothing,83.0,California,M,Orange,Summer,4.7,No,Standard,No,No,,Bank Transfer,Quarterly
2299,40,Male,Handbag,Accessories,87.0,Montana,L,Cyan,Spring,2.9,No,2-Day Shipping,No,No,,Cash,Every 3 Months
2300,64,Male,Coat,Outerwear,57.0,Idaho,M,Violet,Summer,3.7,No,Store Pickup,No,No,,Credit Card,Every 3 Months
2301,18,Male,Coat,Outerwear,88.0,Pennsylvania,XL,Lavender,Summer,4.4,No,2-Day Shipping,No,No,,Credit Card,Monthly
2302,37,Male,Pants,Clothing,20.0,Maine,L,Turquoise,Winter,2.9,No,Next Day Air,No,No,,Debit Card,Annually
2303,36,Male,Belt,Accessories,39.0,Montana,L,Pink,Summer,3.6,No,Store Pickup,No,No,,Venmo,Monthly
2304,51,Male,Sunglasses,Accessories,71.0,New Jersey,S,Beige,Spring,4.8,No,2-Day Shipping,No,No,,Credit Card,Fortnightly
2305,26,Male,Hoodie,Clothing,73.0,Louisiana,L,Silver,Winter,4.7,No,Free Shipping,No,No,,Debit Card,Fortnightly
2306,68,Male,Handbag,Accessories,63.0,Maine,M,Gold,Summer,2.6,No,Free Shipping,No,No,,Cash,Weekly
2307,27,Male,Gloves,Accessories,78.0,Florida,L,Silver,Winter,3.4,No,Standard,No,No,,Cash,Bi-Weekly
2308,28,Male,Skirt,Clothing,96.0,Missouri,L,Green,Fall,3.5,No,Next Day Air,No,No,,Debit Card,Annually
2309,49,Male,Sunglasses,Accessories,81.0,North Dakota,M,Teal,Winter,3.4,No,2-Day Shipping,No,No,,Bank Transfer,Quarterly
2310,70,Male,Dress,Clothing,95.0,Connecticut,S,Gold,Fall,5.0,No,2-Day Shipping,No,No,,Bank Transfer,Quarterly
2311,30,Male,Gloves,Accessories,68.0,Virginia,M,Cyan,Spring,4.6,No,Standard,No,No,,PayPal,Monthly
2312,27,Male,Sneakers,Footwear,28.0,Montana,L,Gold,Spring,4.8,No,2-Day Shipping,No,No,,Bank Transfer,Every 3 Months
2313,19,Male,T-shirt,Clothing,30.0,Vermont,L,Violet,Summer,3.7,No,Free Shipping,No,No,,Cash,Every 3 Months
2314,64,Male,Dress,Clothing,31.0,Georgia,M,Black,Summer,4.7,No,Next Day Air,No,No,,Bank Transfer,Fortnightly
2315,42,Male,Handbag,Accessories,95.0,Virginia,XL,Brown,Winter,4.4,No,Express,No,No,,Bank Transfer,Every 3 Months
2316,69,Male,Socks,Clothing,79.0,Vermont,M,Indigo,Winter,3.5,No,2-Day Shipping,No,No,,Debit Card,Quarterly
2317,28,Male,Sneakers,Footwear,39.0,Montana,L,Yellow,Winter,3.8,No,Standard,No,No,,Debit Card,Annually
2318,47,Male,Jacket,Outerwear,34.0,New Jersey,M,Purple,Summer,4.7,No,Next Day Air,No,No,,Bank Transfer,Monthly
2319,69,Male,Hoodie,Clothing,28.0,Wyoming,L,White,Spring,3.1,No,Store Pickup,No,No,,Credit Card,Annually
2320,56,Male,Sandals,Footwear,38.0,Maine,XL,Turquoise,Winter,5.0,No,Free Shipping,No,No,,PayPal,Monthly
2321,28,Male,Shoes,Footwear,55.0,New Mexico,M,Olive,Spring,3.7,No,Free Shipping,No,No,,Debit Card,Every 3 Months
2322,50,Male,Sandals,Footwear,31.0,Colorado,M,Beige,Winter,3.0,No,Next Day Air,No,No,,Debit Card,Fortnightly
2323,39,Male,Coat,Outerwear,84.0,Connecticut,S,Lavender,Spring,4.5,No,Store Pickup,No,No,,Venmo,Fortnightly
2324,35,Male,Gloves,Accessories,93.0,Maryland,L,White,Winter,4.7,No,Express,No,No,,Credit Card,Monthly
2325,59,Male,Coat,Outerwear,28.0,Oregon,L,Brown,Winter,3.5,No,Free Shipping,No,No,,Debit Card,Annually
2326,44,Male,Boots,Footwear,55.0,New York,M,Charcoal,Summer,4.4,No,2-Day Shipping,No,No,,Cash,Weekly
2327,66,Male,Skirt,Clothing,63.0,Oklahoma,L,Maroon,Winter,2.6,No,Standard,No,No,,Bank Transfer,Annually
2328,20,Male,Skirt,Clothing,94.0,Alabama,M,Red,Winter,4.2,No,2-Day Shipping,No,No,,Venmo,Bi-Weekly
2329,45,Male,Pants,Clothing,36.0,North Dakota,M,Maroon,Fall,2.6,No,Express,No,No,,Venmo,Bi-Weekly
2330,49,Male,Hat,Accessories,97.0,Nebraska,S,Teal,Spring,4.8,No,Free Shipping,No,No,,Bank Transfer,Annually
2331,60,Male,Backpack,Accessories,63.0,Arizona,L,Orange,Summer,2.9,No,Store Pickup,No,No,,PayPal,Every 3 Months
2332,61,Male,Scarf,Accessories,77.0,Illinois,S,Olive,Spring,4.3,No,2-Day Shipping,No,No,,Credit Card,Bi-Weekly
2333,36,Male,Scarf,Accessories,53.0,South Carolina,XL,Olive,Fall,2.6,No,Store Pickup,No,No,,Venmo,Monthly
2334,33,Male,Shirt,Clothing,77.0,Kansas,M,Beige,Spring,3.8,No,Next Day Air,No,No,,PayPal,Every 3 Months
2335,49,Male,Boots,Footwear,79.0,Kansas,L,Green,Summer,4.2,No,Standard,No,No,,Credit Card,Monthly
2336,31,Male,Coat,Outerwear,37.0,Idaho,M,Black,Summer,3.9,No,Store Pickup,No,No,,Venmo,Fortnightly
2337,19,Male,Belt,Accessories,94.0,California,M,Green,Winter,3.1,No,Free Shipping,No,No,,Credit Card,Weekly
2338,39,Male,Boots,Footwear,76.0,North Dakota,S,Violet,Fall,3.6,No,Store Pickup,No,No,,Cash,Annually
2339,66,Male,Sneakers,Footwear,68.0,Georgia,S,Silver,Fall,4.0,No,Express,No,No,,PayPal,Quarterly
2340,25,Male,Shirt,Clothing,65.0,Illinois,L,Maroon,Spring,3.4,No,Next Day Air,No,No,,Bank Transfer,Quarterly
2341,63,Male,Blouse,Clothing,24.0,Delaware,M,Cyan,Summer,2.6,No,Standard,No,No,,Credit Card,Fortnightly
2342,56,Male,Jacket,Outerwear,31.0,Connecticut,L,Teal,Summer,4.5,No,Express,No,No,,Venmo,Every 3 Months
2343,20,Male,Skirt,Clothing,89.0,Tennessee,M,Olive,Fall,4.9,No,Standard,No,No,,Debit Card,Fortnightly
2344,58,Male,Socks,Clothing,49.0,Maryland,M,Red,Summer,4.4,No,2-Day Shipping,No,No,,PayPal,Monthly
2345,34,Male,Sandals,Footwear,92.0,Rhode Island,XL,Lavender,Fall,3.5,No,Express,No,No,,Venmo,Bi-Weekly
2346,28,Male,T-shirt,Clothing,32.0,New York,S,Orange,Winter,3.3,No,Express,No,No,,Bank Transfer,Every 3 Months
2347,22,Male,Jacket,Outerwear,67.0,New Mexico,L,Brown,Winter,3.1,No,Standard,No,No,,Debit Card,Fortnightly
2348,37,Male,Belt,Accessories,64.0,California,S,Gray,Fall,4.2,No,Express,No,No,,Cash,Every 3 Months
2349,54,Male,Shoes,Footwear,84.0,Maine,M,Orange,Spring,4.9,No,Next Day Air,No,No,,PayPal,Every 3 Months
2350,65,Male,Blouse,Clothing,34.0,New York,M,Orange,Fall,3.9,No,Standard,No,No,,Credit Card,Every 3 Months
2351,57,Male,Shoes,Footwear,26.0,Hawaii,M,Turquoise,Winter,4.2,No,Free Shipping,No,No,,Cash,Annually
2352,38,Male,Sweater,Clothing,50.0,New Hampshire,S,Cyan,Fall,4.9,No,Store Pickup,No,No,,PayPal,Bi-Weekly
2353,70,Male,Boots,Footwear,46.0,Nebraska,M,Yellow,Fall,2.8,No,Store Pickup,No,No,,Bank Transfer,Quarterly
2354,56,Male,Handbag,Accessories,71.0,Montana,M,White,Fall,4.1,No,Standard,No,No,,Debit Card,Every 3 Months
2355,56,Male,Blouse,Clothing,78.0,Wisconsin,M,Blue,Summer,4.8,No,Next Day Air,No,No,,Venmo,Monthly
2356,22,Male,Skirt,Clothing,35.0,Tennessee,S,Purple,Winter,4.1,No,Next Day Air,No,No,,Cash,Monthly
2357,57,Male,Backpack,Accessories,58.0,Montana,M,Gray,Summer,3.0,No,Free Shipping,No,No,,Debit Card,Quarterly
2358,53,Male,Shirt,Clothing,67.0,Michigan,L,Cyan,Fall,4.2,No,2-Day Shipping,No,No,,Credit Card,Bi-Weekly
2359,53,Male,Sweater,Clothing,93.0,Texas,L,Pink,Spring,3.8,No,Standard,No,No,,Credit Card,Quarterly
2360,19,Male,Scarf,Accessories,81.0,Pennsylvania,S,Gold,Spring,3.3,No,2-Day Shipping,No,No,,Bank Transfer,Every 3 Months
2361,49,Male,Handbag,Accessories,80.0,New York,L,Silver,Fall,4.7,No,2-Day Shipping,No,No,,Venmo,Every 3 Months
2362,44,Male,Scarf,Accessories,64.0,Alabama,M,Gray,Spring,4.3,No,2-Day Shipping,No,No,,Credit Card,Every 3 Months
2363,27,Male,Jeans,Clothing,41.0,Virginia,M,Brown,Fall,2.7,No,Standard,No,No,,Credit Card,Monthly
2364,60,Male,Socks,Clothing,79.0,Pennsylvania,XL,Pink,Winter,4.2,No,Express,No,No,,Cash,Bi-Weekly
2365,62,Male,Sunglasses,Accessories,60.0,Mississippi,L,Maroon,Winter,4.2,No,Free Shipping,No,No,,PayPal,Quarterly
2366,52,Male,Sneakers,Footwear,91.0,Wyoming,S,Peach,Winter,2.5,No,Next Day Air,No,No,,Venmo,Monthly
2367,30,Male,Shoes,Footwear,66.0,New Mexico,L,Brown,Winter,3.6,No,Express,No,No,,Credit Card,Fortnightly
2368,66,Male,Socks,Clothing,85.0,North Dakota,L,Green,Winter,3.4,No,Standard,No,No,,Bank Transfer,Bi-Weekly
2369,29,Male,Sunglasses,Accessories,38.0,New Jersey,M,Lavender,Summer,3.3,No,Standard,No,No,,Debit Card,Every 3 Months
2370,24,Male,Sweater,Clothing,23.0,Vermont,M,Cyan,Winter,4.6,No,Standard,No,No,,PayPal,Monthly
2371,51,Male,Shoes,Footwear,71.0,Alaska,M,Black,Spring,3.9,No,Store Pickup,No,No,,Venmo,Weekly
2372,67,Male,Socks,Clothing,25.0,Indiana,M,Charcoal,Winter,3.7,No,Next Day Air,No,No,,Debit Card,Annually
2373,50,Male,Boots,Footwear,39.0,Alabama,XL,Silver,Spring,3.1,No,Express,No,No,,PayPal,Fortnightly
2374,37,Male,Hoodie,Clothing,20.0,Michigan,M,Gray,Spring,4.9,No,Express,No,No,,Debit Card,Every 3 Months
2375,69,Male,Gloves,Accessories,73.0,Washington,L,Peach,Winter,4.7,No,Standard,No,No,,Debit Card,Monthly
2376,60,Male,Backpack,Accessories,63.0,Virginia,L,Peach,Fall,2.9,No,Next Day Air,No,No,,Credit Card,Quarterly
2377,21,Male,Gloves,Accessories,94.0,Tennessee,XL,Cyan,Spring,4.1,No,Express,No,No,,Cash,Weekly
2378,44,Male,Blouse,Clothing,94.0,South Dakota,L,Magenta,Fall,4.0,No,Next Day Air,No,No,,Cash,Annually
2379,26,Male,Scarf,Accessories,71.0,New Hampshire,L,Teal,Summer,2.7,No,Store Pickup,No,No,,PayPal,Bi-Weekly
2380,40,Male,Hat,Accessories,77.0,South Dakota,M,Peach,Spring,4.0,No,2-Day Shipping,No,No,,Debit Card,Monthly
2381,41,Male,Scarf,Accessories,66.0,Pennsylvania,M,Black,Fall,2.5,No,Next Day Air,No,No,,PayPal,Fortnightly
2382,62,Male,Sandals,Footwear,23.0,Wisconsin,M,Teal,Summer,4.5,No,Free Shipping,No,No,,PayPal,Annually
2383,39,Male,Sweater,Clothing,60.0,California,M,Turquoise,Spring,3.9,No,Express,No,No,,Debit Card,Weekly
2384,53,Male,Backpack,Accessories,72.0,Rhode Island,L,Gold,Spring,4.9,No,2-Day Shipping,No,No,,Bank Transfer,Annually
2385,24,Male,Blouse,Clothing,35.0,Alabama,L,Green,Winter,3.3,No,2-Day Shipping,No,No,,PayPal,Quarterly
2386,41,Male,Scarf,Accessories,31.0,Oklahoma,M,Brown,Fall,3.8,No,Express,No,No,,PayPal,Weekly
2387,19,Male,Socks,Clothing,33.0,Illinois,L,Blue,Summer,2.9,No,Standard,No,No,,Venmo,Monthly
2388,36,Male,Hat,Accessories,95.0,Tennessee,M,Gold,Summer,4.0,No,2-Day Shipping,No,No,,Debit Card,Monthly
2389,21,Male,Dress,Clothing,68.0,Alabama,M,Peach,Fall,4.1,No,Store Pickup,No,No,,Debit Card,Annually
2390,25,Male,Coat,Outerwear,87.0,Kansas,M,Violet,Spring,3.1,No,Store Pickup,No,No,,Bank Transfer,Every 3 Months
2391,65,Male,Shirt,Clothing,64.0,Arizona,XL,Yellow,Winter,4.6,No,Express,No,No,,Debit Card,Fortnightly
2392,42,Male,Shirt,Clothing,74.0,Michigan,M,Black,Winter,4.6,No,Next Day Air,No,No,,Bank Transfer,Quarterly
2393,40,Male,Jeans,Clothing,62.0,Missouri,L,Silver,Spring,2.6,No,2-Day Shipping,No,No,,Cash,Annually
2394,58,Male,Socks,Clothing,97.0,Louisiana,M,Brown,Winter,5.0,No,2-Day Shipping,No,No,,PayPal,Every 3 Months
2395,40,Male,Sandals,Footwear,47.0,Connecticut,L,Peach,Fall,2.9,No,2-Day Shipping,No,No,,Debit Card,Fortnightly
2396,62,Male,Blouse,Clothing,83.0,Connecticut,M,Cyan,Winter,3.5,No,2-Day Shipping,No,No,,PayPal,Bi-Weekly
2397,38,Male,Shirt,Clothing,82.0,Oregon,M,Olive,Spring,3.7,No,2-Day Shipping,No,No,,Venmo,Weekly
2398,37,Male,Sunglasses,Accessories,26.0,West Virginia,L,Black,Fall,2.9,No,Store Pickup,No,No,,Venmo,Monthly
2399,65,Male,Jacket,Outerwear,81.0,Florida,M,Orange,Winter,4.3,No,Free Shipping,No,No,,Bank Transfer,Fortnightly
2400,55,Male,Dress,Clothing,44.0,New Hampshire,L,Beige,Spring,3.2,No,Store Pickup,No,No,,Cash,Monthly
2401,43,Male,Sunglasses,Accessories,88.0,Oregon,M,Peach,Winter,4.2,No,Next Day Air,No,No,,Credit Card,Bi-Weekly
2402,43,Male,Boots,Footwear,76.0,Oregon,M,Pink,Winter,4.2,No,Standard,No,No,,PayPal,Bi-Weekly
2403,45,Male,Scarf,Accessories,89.0,Utah,M,Brown,Winter,3.8,No,Free Shipping,No,No,,Cash,Weekly
2404,64,Male,Shorts,Clothing,22.0,Missouri,M,Magenta,Fall,4.4,No,Standard,No,No,,Debit Card,Weekly
2405,28,Male,Shorts,Clothing,33.0,West Virginia,L,Cyan,Winter,3.1,No,2-Day Shipping,No,No,,Credit Card,Bi-Weekly
2406,69,Male,Jeans,Clothing,97.0,California,XL,Silver,Fall,5.0,No,Standard,No,No,,Debit Card,Quarterly
2407,54,Male,Scarf,Accessories,57.0,California,M,Indigo,Winter,4.7,No,Standard,No,No,,PayPal,Weekly
2408,52,Male,Shorts,Clothing,38.0,Illinois,M,Beige,Summer,3.0,No,Express,No,No,,Credit Card,Bi-Weekly
2409,23,Male,Sneakers,Footwear,55.0,Hawaii,XL,Black,Fall,4.2,No,Next Day Air,No,No,,Debit Card,Every 3 Months
2410,26,Male,Jewelry,Accessories,37.0,Washington,L,Yellow,Spring,3.0,No,Store Pickup,No,No,,Cash,Every 3 Months
2411,48,Male,Shoes,Footwear,43.0,Wisconsin,M,Maroon,Summer,3.7,No,Free Shipping,No,No,,PayPal,Monthly
2412,49,Male,Hoodie,Clothing,96.0,Virginia,M,Cyan,Summer,2.7,No,Free Shipping,No,No,,Cash,Every 3 Months
2413,53,Male,Jacket,Outerwear,51.0,Oregon,M,Pink,Winter,4.3,No,2-Day Shipping,No,No,,Bank Transfer,Bi-Weekly
2414,69,Male,Shorts,Clothing,95.0,Pennsylvania,XL,Violet,Fall,2.7,No,2-Day Shipping,No,No,,Bank Transfer,Weekly
2415,26,Male,Socks,Clothing,26.0,Virginia,M,Lavender,Summer,3.7,No,Next Day Air,No,No,,Credit Card,Bi-Weekly
2416,21,Male,Coat,Outerwear,34.0,Hawaii,XL,Lavender,Fall,4.3,No,Standard,No,No,,Bank Transfer,Weekly
2417,59,Male,Sandals,Footwear,83.0,Nebraska,S,Black,Summer,4.0,No,Next Day Air,No,No,,Credit Card,Every 3 Months
2418,21,Male,Backpack,Accessories,24.0,Alaska,M,Olive,Fall,3.3,No,Standard,No,No,,Venmo,Fortnightly
2419,22,Male,Pants,Clothing,69.0,Michigan,S,Indigo,Fall,4.0,No,Next Day Air,No,No,,Cash,Every 3 Months
2420,26,Male,Sweater,Clothing,40.0,North Carolina,M,Blue,Fall,2.7,No,Next Day Air,No,No,,Credit Card,Every 3 Months
2421,41,Male,Jacket,Outerwear,87.0,North Carolina,S,Green,Winter,4.2,No,Free Shipping,No,No,,PayPal,Annually
2422,37,Male,Sneakers,Footwear,46.0,Minnesota,L,Pink,Spring,4.6,No,Standard,No,No,,Debit Card,Every 3 Months
2423,30,Male,Jewelry,Accessories,82.0,Georgia,M,Peach,Winter,4.8,No,Store Pickup,No,No,,Credit Card,Weekly
2424,49,Male,Backpack,Accessories,81.0,West Virginia,M,Purple,Summer,2.8,No,Free Shipping,No,No,,Credit Card,Every 3 Months
2425,49,Male,Jewelry,Accessories,57.0,Delaware,M,Peach,Winter,4.5,No,Next Day Air,No,No,,Bank Transfer,Bi-Weekly
2426,58,Male,Shoes,Footwear,49.0,North Dakota,S,Olive,Summer,3.0,No,2-Day Shipping,No,No,,Bank Transfer,Quarterly
2427,70,Male,Jacket,Outerwear,42.0,Florida,M,Olive,Fall,4.6,No,Free Shipping,No,No,,Debit Card,Every 3 Months
2428,27,Male,Jacket,Outerwear,26.0,Oregon,M,Purple,Spring,3.3,No,Standard,No,No,,Cash,Quarterly
2429,65,Male,T-shirt,Clothing,38.0,Idaho,M,Violet,Spring,4.4,No,Next Day Air,No,No,,Debit Card,Annually
2430,57,Male,Sneakers,Footwear,57.0,Virginia,XL,Maroon,Summer,4.4,No,Standard,No,No,,Credit Card,Fortnightly
2431,20,Male,Jacket,Outerwear,100.0,North Dakota,XL,White,Summer,4.3,No,Express,No,No,,Cash,Quarterly
2432,34,Male,Hoodie,Clothing,73.0,Alabama,S,Olive,Fall,3.4,No,Express,No,No,,Bank Transfer,Every 3 Months
2433,59,Male,Jacket,Outerwear,66.0,Hawaii,M,Peach,Winter,2.8,No,Store Pickup,No,No,,Venmo,Monthly
2434,54,Male,T-shirt,Clothing,73.0,Oregon,M,Blue,Spring,3.4,No,Standard,No,No,,Cash,Bi-Weekly
2435,36,Male,Gloves,Accessories,45.0,Utah,M,Brown,Spring,5.0,No,Store Pickup,No,No,,Credit Card,Monthly
2436,21,Male,Sneakers,Footwear,27.0,Hawaii,S,Black,Fall,4.5,No,Free Shipping,No,No,,Cash,Bi-Weekly
2437,52,Male,T-shirt,Clothing,24.0,Connecticut,M,Yellow,Fall,2.7,No,Store Pickup,No,No,,Credit Card,Quarterly
2438,43,Male,Sneakers,Footwear,59.0,Wyoming,XL,Magenta,Winter,3.4,No,Store Pickup,No,No,,Credit Card,Weekly
2439,32,Male,Jeans,Clothing,20.0,Delaware,S,Cyan,Winter,3.4,No,Express,No,No,,Venmo,Weekly
2440,55,Male,Handbag,Accessories,44.0,Arkansas,M,Maroon,Summer,2.8,No,Standard,No,No,,Bank Transfer,Annually
2441,31,Male,Socks,Clothing,90.0,Indiana,M,Red,Spring,4.7,No,Standard,No,No,,Bank Transfer,Annually
2442,45,Male,Jewelry,Accessories,36.0,California,M,Black,Fall,4.7,No,Free Shipping,No,No,,Credit Card,Monthly
2443,53,Male,Blouse,Clothing,95.0,Wyoming,L,Violet,Winter,4.7,No,Free Shipping,No,No,,Debit Card,Bi-Weekly
2444,24,Male,Backpack,Accessories,30.0,South Dakota,M,Green,Spring,3.4,No,2-Day Shipping,No,No,,Bank Transfer,Bi-Weekly
2445,47,Male,Scarf,Accessories,65.0,West Virginia,S,Gold,Fall,3.7,No,Express,No,No,,Debit Card,Bi-Weekly
2446,63,Male,Scarf,Accessories,96.0,Tennessee,M,Brown,Summer,4.1,No,Store Pickup,No,No,,Cash,Weekly
2447,38,Male,Shirt,Clothing,65.0,Alaska,L,Peach,Spring,2.9,No,2-Day Shipping,No,No,,Credit Card,Monthly
2448,59,Male,Pants,Clothing,47.0,South Dakota,L,Peach,Fall,3.2,No,Store Pickup,No,No,,Venmo,Fortnightly
2449,54,Male,Hat,Accessories,25.0,Tennessee,S,Violet,Fall,3.0,No,Free Shipping,No,No,,PayPal,Bi-Weekly
2450,26,Male,Coat,Outerwear,56.0,Alabama,S,Violet,Fall,4.1,No,Express,No,No,,Venmo,Fortnightly
2451,68,Male,T-shirt,Clothing,76.0,North Carolina,M,Magenta,Fall,4.5,No,Standard,No,No,,Venmo,Quarterly
2452,41,Male,Socks,Clothing,60.0,Oklahoma,M,Purple,Fall,3.4,No,Store Pickup,No,No,,Venmo,Monthly
2453,68,Male,Shirt,Clothing,67.0,New York,L,Purple,Winter,4.1,No,Express,No,No,,Bank Transfer,Every 3 Months
2454,21,Male,Sweater,Clothing,95.0,Iowa,XL,Cyan,Spring,4.6,No,Store Pickup,No,No,,Cash,Annually
2455,32,Male,Gloves,Accessories,72.0,Alaska,M,Magenta,Winter,4.6,No,Express,No,No,,Venmo,Annually
2456,20,Male,Belt,Accessories,98.0,Alaska,L,Lavender,Spring,3.4,No,Express,No,No,,Cash,Every 3 Months
2457,59,Male,Jeans,Clothing,83.0,Nebraska,M,Green,Winter,3.3,No,2-Day Shipping,No,No,,PayPal,Monthly
2458,53,Male,Handbag,Accessories,37.0,Delaware,M,Maroon,Fall,3.6,No,2-Day Shipping,No,No,,Cash,Quarterly
2459,66,Male,T-shirt,Clothing,85.0,Texas,L,Turquoise,Fall,4.6,No,Free Shipping,No,No,,Bank Transfer,Weekly
2460,47,Male,Socks,Clothing,36.0,Missouri,L,Violet,Fall,4.3,No,2-Day Shipping,No,No,,Cash,Weekly
2461,58,Male,Jeans,Clothing,36.0,Maine,S,Lavender,Winter,4.0,No,Store Pickup,No,No,,Credit Card,Annually
2462,28,Male,Scarf,Accessories,86.0,Pennsylvania,L,Red,Summer,4.8,No,Next Day Air,No,No,,Credit Card,Weekly
2463,68,Male,Pants,Clothing,99.0,Missouri,XL,Orange,Spring,4.3,No,Standard,No,No,,Bank Transfer,Bi-Weekly
2464,60,Male,Blouse,Clothing,21.0,Mississippi,XL,Indigo,Summer,3.3,No,Standard,No,No,,Cash,Bi-Weekly
2465,47,Male,Jacket,Outerwear,84.0,Hawaii,L,Teal,Winter,2.8,No,Express,No,No,,Cash,Bi-Weekly
2466,18,Male,Sandals,Footwear,63.0,Texas,M,Brown,Spring,4.4,No,Free Shipping,No,No,,Bank Transfer,Weekly
2467,32,Male,Shorts,Clothing,84.0,South Dakota,S,Pink,Summer,3.7,No,Express,No,No,,Cash,Annually
2468,27,Male,Shorts,Clothing,72.0,New Jersey,M,Lavender,Spring,3.6,No,Express,No,No,,Credit Card,Annually
2469,65,Male,Skirt,Clothing,21.0,Connecticut,L,Cyan,Winter,3.7,No,2-Day Shipping,No,No,,Venmo,Weekly
2470,68,Male,Sandals,Footwear,92.0,Maryland,M,Yellow,Fall,5.0,No,Standard,No,No,,PayPal,Annually
2471,55,Male,Blouse,Clothing,72.0,Arizona,XL,Pink,Fall,2.7,No,Next Day Air,No,No,,Credit Card,Fortnightly
2472,30,Male,Sandals,Footwear,83.0,Oklahoma,M,Gray,Spring,4.3,No,Store Pickup,No,No,,Cash,Annually
2473,24,Male,Shirt,Clothing,73.0,Utah,M,Peach,Summer,4.1,No,Standard,No,No,,Credit Card,Annually
2474,57,Male,Socks,Clothing,98.0,Arkansas,M,Red,Winter,2.6,No,Next Day Air,No,No,,Cash,Quarterly
2475,23,Male,T-shirt,Clothing,76.0,North Carolina,M,Olive,Fall,3.2,No,Store Pickup,No,No,,Bank Transfer,Quarterly
2476,69,Male,Dress,Clothing,43.0,California,S,Lavender,Summer,3.5,No,Next Day Air,No,No,,Venmo,Monthly
2477,60,Male,Hat,Accessories,60.0,Colorado,M,Turquoise,Summer,3.7,No,Next Day Air,No,No,,Cash,Monthly
2478,25,Male,Gloves,Accessories,40.0,California,L,Turquoise,Spring,3.8,No,2-Day Shipping,No,No,,PayPal,Weekly
2479,18,Male,Socks,Clothing,93.0,Vermont,S,Maroon,Winter,4.8,No,2-Day Shipping,No,No,,Bank Transfer,Every 3 Months
2480,37,Male,Dress,Clothing,98.0,Kansas,S,Olive,Fall,4.2,No,Standard,No,No,,Credit Card,Every 3 Months
2481,61,Male,Socks,Clothing,91.0,Ohio,XL,Maroon,Summer,2.9,No,Next Day Air,No,No,,Credit Card,Fortnightly
2482,41,Male,Belt,Accessories,92.0,New Jersey,XL,Cyan,Fall,2.9,No,Free Shipping,No,No,,Debit Card,Weekly
2483,69,Male,Handbag,Accessories,87.0,Arizona,S,Peach,Winter,4.8,No,Next Day Air,No,No,,Credit Card,Every 3 Months
2484,32,Male,Skirt,Clothing,96.0,Arizona,S,Teal,Fall,2.9,No,Standard,No,No,,Debit Card,Monthly
2485,60,Male,Hoodie,Clothing,97.0,New Hampshire,M,Green,Summer,4.8,No,2-Day Shipping,No,No,,Cash,Every 3 Months
2486,43,Male,Blouse,Clothing,55.0,Louisiana,M,Beige,Spring,4.6,No,2-Day Shipping,No,No,,Bank Transfer,Annually
2487,61,Male,Jeans,Clothing,58.0,Texas,L,Magenta,Spring,4.4,No,Store Pickup,No,No,,Credit Card,Fortnightly
2488,57,Male,Boots,Footwear,21.0,Montana,L,Violet,Spring,3.0,No,Next Day Air,No,No,,PayPal,Bi-Weekly
2489,56,Male,Handbag,Accessories,82.0,New Hampshire,XL,Charcoal,Summer,4.4,No,Express,No,No,,PayPal,Monthly
2490,66,Male,Coat,Outerwear,34.0,South Dakota,M,Green,Winter,3.9,No,Express,No,No,,Venmo,Quarterly
